PSRJ,PTA_SRC,REF_SH,GL,GB,P0,P1,DM,DM_ERR,DMEPOCH,RM,RM_ERR,RM_SNG,L_FRAC,L_FRAC_ERR,V_FRAC,V_FRAC_ERR,ABS_V_FRAC,ABS_V_FRAC_ERR,TOA_ERR_NEW,SPIND,SPIND_ERR,NOBS,S1400,S1400_ERR,FLUX_0_VAL,FLUX_1_VAL,FLUX_2_VAL,FLUX_3_VAL,FLUX_4_VAL,FLUX_5_VAL,FLUX_6_VAL,FLUX_7_VAL,FLUX_0_ERR,FLUX_1_ERR,FLUX_2_ERR,FLUX_3_ERR,FLUX_4_ERR,FLUX_5_ERR,FLUX_6_ERR,FLUX_7_ERR,FLUX_0_FRQ,FLUX_1_FRQ,FLUX_2_FRQ,FLUX_3_FRQ,FLUX_4_FRQ,FLUX_5_FRQ,FLUX_6_FRQ,FLUX_7_FRQ
J1921+1929,False,pkr+19,53.619,2.4530000000000003,0.00264634144946923,3.8197e-20,64.7638,0.0011,59093.840313,117.99205799415348,0.7579053808354574,False,0.2864916466072184,0.02070064869622781,0.3434744194046752,0.05559623949808718,0.3441312321117737,0.05559623949808718,2.9818461885003185,-2.7,0.3,7,0.198,0.01,0.57,0.43,0.35,0.26,0.22,0.2,0.19,0.109,0.09,0.05,0.04,0.04,0.02,0.04,0.02,0.013000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1923+2515,False,lbr+13,58.946000000000005,4.749,0.0037881555206549593,9.556e-21,18.8601,0.0015,58963.161002,15.896324213906176,1.5946820123221643,False,0.16534932589902807,0.02068190200284064,-0.03142215682388522,0.04514418888499922,0.018675708764420988,0.04514418888499922,1.2816538109928306,-3.5,0.4,6,0.202,0.014,0.8,0.5,0.57,0.5,0.26,0.17,0.19,0.27,0.14,0.13,0.14,0.2,0.13,0.013999999999999999,0.06,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1930+2441,False,pkr+19,59.228,3.002,0.0057674069326982,8.65e-21,69.582,0.002,59059.8066,90.73118526686186,0.7505187971986781,True,0.11726819855378676,0.022648051953178008,-0.1711746289156815,0.09709297105663252,0.11993734322926032,0.09709297105663252,10.007416099049687,-2.02,0.09,6,0.103,0.002,0.231,0.182,0.162,0.136,0.11,0.098,0.09300000000000001,0.077,0.008,0.006999999999999999,0.006999999999999999,0.004,0.003,0.004,0.006,0.006,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1932+1756,False,lbh+15,53.464,-0.52,0.04183128819907799,4.3219999999999995e-19,53.16,0.02,59216.469527999994,,,True,-0.034071223463895316,0.027731867922005854,0.002712231951747189,0.1816058470599569,0.003940440611777825,0.1816058470599569,57.861211206207855,-2.3,0.2,6,0.035,0.002,0.086,0.064,0.062,0.049,0.040999999999999995,0.033,0.025,0.023,0.005,0.006,0.005,0.005,0.003,0.005,0.005,0.003,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1933-6211,True,jbo+07,334.431,-28.631999999999998,0.0035434314937720004,3.909e-21,11.51476,0.00011999999999999999,58895.29405,9.722222879116636,0.34879355661561706,False,0.13110886979384012,0.02000539252226681,-0.04173528576159735,0.022374818188905733,0.08050922650264107,0.022374818188905733,0.7481507523817982,-1.7,0.4,60,0.95,0.07,1.9,1.8,1.2,0.9,1.0,1.0,0.9,0.75,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.13,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1937+1658,False,pkr+19,53.236999999999995,-2.09,0.00395766764508,1.33e-20,105.8442,0.0007,59216.481503999996,-2.8216216690538163,0.5497327468640856,False,0.3880367933920037,0.021749119846256503,0.07456102205788807,0.080438612927779,0.03771723267814117,0.080438612927779,2.7961989700065635,-0.5,0.2,6,0.169,0.009,0.22,0.19,0.18,0.18,0.19,0.18,0.16,0.14,0.03,0.02,0.02,0.03,0.03,0.03,0.012,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1939+2134,False,bkh+82,57.50899999999999,-0.29,0.0015578065670411839,1.0510087e-19,71.01515,2e-05,59042.077321000004,7.799627255595151,0.1541202444691815,False,0.3263394077289237,0.020000651268138558,0.008995650412037991,0.020045727173954173,0.01382836608117635,0.020045727173954173,0.004939814344772157,-3.1,0.2,6,13.9,0.5,45.0,35.0,28.0,23.0,17.0,13.7,9.9,7.7,3.0,2.0,2.0,2.0,2.0,0.9,0.8,0.9,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1944+0907,False,clm+05,47.16,-7.357,0.00518520190289,4.68e-20,24.3505,0.0007,59095.847516999995,-37.821620400772346,0.6515891245726926,False,0.1093100964123741,0.020049478519589253,0.07859257494397456,0.023504577543517303,0.06553425188648927,0.023504577543517303,1.3054662272972266,-2.1,0.5,8,2.1,0.2,5.4,4.2,2.8,2.9,2.0,2.0,4.0,2.1,0.9,0.6,0.4,0.5,0.4,0.4,2.0,1.1,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1944+2236,False,csl+12,58.9,-0.6629999999999999,0.0036179930781109998,7.499999999999999e-21,185.45,0.007,59059.818689,,,True,-0.006680244747262379,0.02372171796412949,-0.032015214785776167,0.12298680245570795,-0.007986925741095222,0.12298680245570795,14.655462748128604,-1.9,0.2,6,0.11,0.005,0.24,0.19,0.18,0.136,0.11800000000000001,0.11,0.091,0.08800000000000001,0.03,0.02,0.02,0.009000000000000001,0.013000000000000001,0.01,0.008,0.013000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1946-5403,True,ckr+15,343.885,-29.58,0.0027106039638995,2.7670000000000002e-21,23.7314,0.0002,59103.775348,12.8548957710212,1.6884107139429083,False,0.0505413691536826,0.020117975481637684,-0.07365498864492334,0.027559583730013885,0.06351411101545773,0.027559583730013885,0.3875546048457975,-1.2,0.4,40,0.35,0.03,0.6,0.45,0.48,0.43,0.38,0.35,0.32,0.27,0.12,0.07,0.08,0.09,0.1,0.1,0.08,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1950+2414,False,kls+15,61.098,-1.169,0.004304775549739,1.89e-20,142.096,0.004,59059.848914999995,,,True,-0.02726242840482444,0.02261421903633216,0.07465848402739261,0.08976519134802947,0.01784537245860134,0.08976519134802947,7.5834099975984275,-0.93,0.09,6,0.163,0.003,0.19399999999999998,0.21899999999999997,0.19399999999999998,0.2,0.171,0.166,0.127,0.11599999999999999,0.009000000000000001,0.004,0.008,0.006999999999999999,0.005,0.006,0.009000000000000001,0.008,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1955+2527,False,dfc+12,62.74,-1.571,0.004872765863,9.300000000000002e-21,209.96099999999998,0.002,58963.179274,,,True,-0.014339462605522619,0.02068300132640489,-0.07351649564574331,0.056800126862442214,0.024417377063416672,0.056800126862442214,6.682890323193513,-1.99,0.07,6,0.229,0.003,0.54,0.42,0.34,0.285,0.242,0.213,0.18899999999999997,0.174,0.03,0.02,0.02,0.013000000000000001,0.01,0.008,0.009000000000000001,0.004,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1955+2908,False,bbf83,65.839,0.44299999999999995,0.0061331665155532,2.9737e-20,104.4906,0.0009,59009.034210000005,15.317824268048936,0.4963758639713795,False,0.21930388646234766,0.020239006859825787,-0.06750966079135083,0.034377739648370716,0.18757475214687847,0.034377739648370716,2.03438421409116,-1.5,0.2,6,0.98,0.03,1.61,1.57,1.36,1.22,1.05,1.02,0.86,0.74,0.12,0.1,0.12,0.1,0.07,0.1,0.07,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1959+2048,False,fst88,59.196999999999996,-4.697,0.0016074016854,1.6299999999999996e-20,29.1066,0.0003,59235.535344,-68.36208132906934,0.4588819965089059,False,0.14360526508422874,0.020621744492996027,0.13435389506288278,0.04952545715020522,0.08187106516615958,0.04952545715020522,0.4082065220449108,-3.0,0.4,6,0.29,0.03,0.94,0.76,0.54,0.38,0.29,0.2,0.29,0.23,0.1,0.11,0.07,0.08,0.06,0.05,0.09,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2007+2722,False,kac+10,65.71300000000001,-2.695,0.024497388522,1.014e-18,126.78200000000001,0.012,59059.836765,-231.8215304790633,0.1229252273855035,False,0.6450063830051181,0.020178309963913267,-0.040890732134866034,0.024501072855510408,0.008667141866212421,0.024501072855510408,9.02985283954137,-0.62,0.1,6,2.32,0.04,2.72,2.9,2.71,2.6,2.52,2.3,2.12,2.05,0.15,0.2,0.14,0.11,0.14,0.11,0.11,0.08,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2010-1323,True,jbo+07,29.445999999999998,-23.54,0.005223271016746625,4.825e-21,22.1619,0.0002,58965.382538,-2.908113775778656,0.2412401310574097,False,0.18025612978996267,0.020023218080160853,0.026255413848820703,0.02138294971684444,0.07255629208263897,0.02138294971684444,0.3965229542722421,-1.56,0.14,41,0.7,0.02,1.34,1.05,1.03,0.87,0.7,0.73,0.61,0.55,0.07,0.04,0.06,0.05,0.05,0.06,0.07,0.05,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2017+0603,False,cgj+11,48.621,-16.026,0.002896215816722975,7.9931e-21,23.9232,0.0013,59100.84737,-59.21121186072545,3.032634195179177,False,0.3340063391909902,0.020944132520838054,-0.011938988827650944,0.05179003475518255,-0.004549956565068328,0.05179003475518255,0.7109721233084852,-3.7,0.4,9,0.18,0.02,0.71,0.58,0.52,0.31,0.2,0.18,0.11,0.11,0.1,0.12,0.12,0.06,0.05,0.07,0.02,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2019+2425,False,ntf93,64.74600000000001,-6.624,0.00393452408033124,7.0236e-21,17.201,0.002,58963.197982000005,-67.84890858599762,1.3738164380860922,False,0.4334042205393992,0.020597715929730743,-0.0036639087347893158,0.04503546412012272,0.005633381122014421,0.04503546412012272,3.809775692321725,-3.6,0.5,6,0.26,0.03,0.9,0.9,0.6,0.5,0.31,0.24,0.19,0.15,0.2,0.3,0.2,0.2,0.08,0.05,0.04,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2033+1734,False,rtj+96,60.857,-13.154000000000002,0.0059489575403285895,1.1129999999999999e-20,25.0864,0.0012,59009.052541,-71.51596515564903,0.2821022873410767,False,0.343268839835086,0.020379727354921943,-0.03172044886637307,0.0392133972413975,0.09721149193314048,0.0392133972413975,1.8650533141587184,-2.7,0.2,8,0.277,0.009,0.78,0.64,0.53,0.4,0.3,0.264,0.19,0.23,0.09,0.08,0.04,0.04,0.02,0.011000000000000001,0.03,0.03,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2039-3616,True,mess+20,6.331,-36.516999999999996,0.003275041551037,8.334e-21,23.9633,0.0005,58761.611659,-14.471493070102515,0.3767388297381321,False,0.33553240291922515,0.02002080840704878,0.01327738344432187,0.021189759655838167,0.042924649283156736,0.021189759655838167,0.9540275751291898,-2.0,0.4,40,0.5,0.04,1.0,0.79,0.8,0.9,0.9,0.54,0.34,0.32,0.2,0.14,0.2,0.2,0.2,0.1,0.05,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2042+0246,False,san16,48.993,-23.016,0.0045337267023282,1.4040000000000004e-20,9.267,0.0004,59097.936139,-21.35945920216189,2.076799956530345,True,0.35912107065260984,0.02506319025617248,-0.046551082940317436,0.12478473852637985,0.015145972392352668,0.12478473852637985,3.2614800185343884,-0.9,0.6,8,0.059,0.007,0.11,0.07,0.07,0.05,0.051,0.06,0.08,0.11,0.02,0.02,0.02,0.02,0.008,0.02,0.03,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2043+1711,False,hrm+11,61.919,-15.312999999999999,0.002379878923889762,5.24368e-21,20.712,0.007,59100.856664,-73.33123687383522,0.7191336380916178,False,0.6153852147129948,0.021265682032772244,-0.02039871401655538,0.06095292894825451,0.023439072067358027,0.06095292894825451,0.4267422985833708,-4.4,0.5,8,0.121,0.014,0.6,0.39,0.38,0.26,0.17,0.13,0.05,0.08,0.2,0.09,0.09,0.08,0.05,0.05,0.013000000000000001,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2124-3358,True,bjb+97,10.925,-45.438,0.00493111494511384,2.0569499999999998e-20,4.5954,0.0003,58907.566928,-0.4668663731341437,0.1697224221959371,False,0.28802489563177786,0.02001850635753979,-0.01542124139050293,0.02014702068279266,0.04167285486111709,0.02014702068279266,0.5729934655764727,-2.3,0.3,39,4.7,0.2,11.0,9.0,7.7,6.3,5.3,4.7,3.9,3.3,2.0,2.0,1.2,0.8,0.6,0.5,0.4,0.3,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2129-5721,True,llb+96,338.005,-43.57,0.003726348486023934,2.085363e-20,31.848,0.0004,58727.988967,22.723537133312217,0.19307629147479569,False,0.5179966416995945,0.020010902384628517,-0.24803269042449874,0.0660154213904386,0.2704200952019201,0.0660154213904386,0.546489130133373,-3.9,0.3,44,0.97,0.07,3.8,2.6,2.9,2.0,1.3,0.85,0.67,0.47,0.7,0.4,0.5,0.3,0.2,0.14,0.11,0.08,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2144-5237,False,bcm+16,343.435,-47.123000000000005,0.005041453778517,9.050000000000001e-21,19.5594,0.0007,59217.666936,28.13303188513948,0.22942608918778176,False,0.4448073199305052,0.020163166676534342,0.13715544141785493,0.02262544335124677,0.12080951752636228,0.02262544335124677,2.0566236971161924,0.1,0.6,6,1.4,0.2,1.3,1.1,1.6,1.8,1.5,1.7,1.5,1.0,0.3,0.3,0.4,1.1,1.0,0.9,0.6,0.4,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2145-0750,True,bhl+94,47.777,-42.083999999999996,0.01605242392107251,2.97945e-20,9.0008,0.0013,58751.94806,0.2524511718450658,0.5047990948154294,True,0.16843400484610765,0.020001008104014114,0.06698161422078858,0.02114119283710629,0.08228922464964934,0.02114119283710629,0.2809186243952836,-2.5,0.3,40,5.5,0.3,15.0,11.0,9.0,7.5,6.5,4.9,4.4,4.0,3.0,2.0,2.0,1.2,1.0,0.7,0.6,0.6,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2150-0326,True,mess+20,53.573,-40.757,0.0035107028558859998,8.209999999999999e-21,20.67332,4e-05,58907.577389,7.721322441724991,0.4638234234879287,False,0.15808027668116476,0.02005556690346452,-0.008601429992887417,0.023729957608314808,0.01314414671315466,0.023729957608314808,0.5068492846805669,-1.9,0.3,34,0.48,0.03,0.99,0.8,0.65,0.66,0.7,0.47,0.33,0.35,0.11,0.12,0.08,0.09,0.1,0.1,0.06,0.06,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2222-0137,True,blr+13,62.018,-46.075,0.032818,5.8e-20,3.2797,0.0005,58907.584647,1.3510422327518476,0.13315288732310876,False,0.21211554831189366,0.020005406107133663,-0.012362512313801971,0.02105905784928841,0.04549240105576583,0.02105905784928841,0.5684712337363504,-2.1,0.3,38,0.9,0.05,2.0,1.9,1.4,1.1,0.97,0.84,0.74,0.69,0.4,0.4,0.2,0.2,0.11,0.1,0.08,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2229+2643,True,cam95a,87.693,-26.284000000000002,0.0029778192956900003,1.63e-21,22.7282,0.0004,59060.958973,-61.210348623013154,0.27585075165327444,False,0.1713579946189795,0.020006199214426385,0.03874067298460137,0.020465090531173128,0.06956315290161635,0.020465090531173128,0.9720361037203492,-1.7,0.4,32,0.8,0.07,1.2,1.2,2.2,1.8,1.6,1.2,0.8,0.42,0.2,0.2,0.6,0.6,0.6,0.3,0.2,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2234+0611,False,dsm+13,72.991,-43.006,0.0035765816321889116,1.2014399999999999e-20,10.767,0.0002,59009.215209,3.7651238229465394,1.109619179477001,False,0.3327561953121448,0.02033455717154524,0.011836525891931977,0.03653827104579983,0.011734861457247765,0.03653827104579983,0.6131727670540019,0.5,0.9,7,0.46,0.1,0.37,0.3,0.5,0.7,0.5,0.4,0.5,0.5,0.15,0.2,0.4,0.5,0.4,0.2,0.2,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2234+0944,True,rap+12,76.28,-40.438,0.0036270278952040005,2.0459e-20,17.8323,0.0002,58992.271245,-11.526894061140814,0.48265839328945503,False,0.2260804699349151,0.020008439506237628,0.058816487833664235,0.0204023437016402,0.057844601692960324,0.0204023437016402,0.5292420384475445,-2.5,0.5,33,1.9,0.2,3.8,3.2,3.1,3.6,3.2,1.8,1.3,1.1,1.1,0.9,0.9,0.9,0.7,0.4,0.3,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2236-5527,True,bbb+13,334.166,-52.718999999999994,0.00690754939073,1.64e-20,20.0871,0.0003,58684.080462,18.946706119936884,0.44232357084094176,False,0.2199044678344126,0.02011271525447304,0.002444805421531682,0.030239859545540333,0.08642743433525697,0.030239859545540333,2.8185550838482136,-2.0,0.6,15,0.34,0.05,0.7,0.59,0.6,0.5,0.35,0.29,0.28,0.25,0.2,0.15,0.2,0.2,0.12,0.1,0.09,0.08,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2241-5236,True,kjr+11,337.457,-54.927,0.002186699771549115,6.89637e-21,11.41126,2.9999999999999997e-05,58595.38065499999,11.971186775905368,0.2569344726536542,False,0.1385356815708318,0.02000163548697459,-0.02957489405439238,0.023428440470754205,0.05616422432100334,0.023428440470754205,0.0384821483544687,-3.2,0.2,47,1.83,0.07,5.8,5.0,3.8,2.9,2.2,1.7,1.38,1.12,0.9,0.8,0.5,0.3,0.2,0.15,0.1,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2317+1439,True,cnt93,91.361,-42.36,0.00344525107222,2.43e-21,21.8989,0.0002,59087.90486,-9.793970618244687,0.4463417788696279,False,0.3004809213892223,0.020039678358519955,0.07189480531542145,0.0221479335604422,0.059936381411731236,0.0221479335604422,0.6173515734515238,-2.5,0.4,32,0.6,0.06,1.6,1.2,0.98,1.0,0.59,0.49,0.52,0.6,0.2,0.2,0.14,0.2,0.11,0.09,0.11,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2322+2057,True,ntf93,96.515,-37.31,0.0048084282894640005,9.66e-21,13.3833,0.0004,59060.978783000006,-29.20686852975109,1.6142973890197827,False,0.10285256765666907,0.02006157910931207,-0.011763138131433743,0.023535380843346342,0.04585401024230152,0.023535380843346342,2.005260458998112,-2.1,0.4,25,0.34,0.03,0.63,0.67,0.68,0.6,0.4,0.31,0.25,0.24,0.12,0.14,0.15,0.2,0.09,0.05,0.05,0.04,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J2322-2650,True,sbb+18,28.636999999999997,-70.22800000000001,0.00346309917908784,5.848e-22,6.1490599999999995,0.00013000000000000002,58750.946363999996,8.844460500912474,0.3030861160556665,False,0.22764072031569715,0.02012388991527615,-0.006151867618876805,0.027081565612673376,0.0006088023697742118,0.027081565612673376,1.2502112953889426,-1.4,0.3,36,0.212,0.009,0.33,0.33,0.3,0.26,0.23,0.21,0.18,0.17,0.06,0.06,0.05,0.03,0.03,0.02,0.02,0.013999999999999999,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
